dates,results,locations,game_nums,opponent,date_diff,rest,opp_date_diff,opp_rest,rest_diff,abbrv
2017-12-16,Loss,Away,30,SAS,2,1,1.0,0.0,1.0,DAL
2017-12-18,Loss,Home,31,PHO,2,1,3.0,2.0,-1.0,DAL
2017-12-20,Win,Home,32,DET,2,1,2.0,1.0,0.0,DAL
2017-12-22,Loss,Away,33,MIA,2,1,1.0,0.0,1.0,DAL
2017-12-23,Loss,Away,34,ATL,1,0,4.0,3.0,-3.0,DAL
2017-12-26,Win,Home,35,TOR,3,2,3.0,2.0,0.0,DAL
2017-12-27,Win,Away,36,IND,1,0,2.0,1.0,-1.0,DAL
2017-12-29,Win,Away,37,NOP,2,1,4.0,3.0,-2.0,DAL
2017-12-31,Win,Away,38,OKC,2,1,3.0,2.0,-1.0,DAL
2018-01-03,Loss,Home,39,GSW,3,2,1.0,0.0,2.0,DAL
2018-01-05,Loss,Home,40,CHI,2,1,1.0,0.0,1.0,DAL
2018-01-07,Loss,Home,41,NYK,2,1,3.0,2.0,-1.0,DAL
2018-01-09,Win,Home,42,ORL,2,1,1.0,0.0,1.0,DAL
2018-01-10,Win,Away,43,CHO,1,0,2.0,1.0,-1.0,DAL
2018-01-13,Loss,Home,44,LAL,3,2,2.0,1.0,1.0,DAL
2018-01-16,Loss,Away,45,DEN,3,2,1.0,0.0,2.0,DAL
2018-01-20,Loss,Away,46,POR,4,3,2.0,1.0,2.0,DAL
2018-01-22,Win,Home,47,WAS,2,1,3.0,2.0,-1.0,DAL
2018-01-24,Loss,Home,48,HOU,2,1,2.0,1.0,0.0,DAL
2018-01-26,Loss,Home,49,POR,2,1,2.0,1.0,0.0,DAL
2018-01-27,Loss,Away,50,DEN,1,0,2.0,1.0,-1.0,DAL
2018-01-29,Loss,Home,51,MIA,2,1,2.0,1.0,0.0,DAL
2018-01-31,Loss,Away,52,PHO,2,1,2.0,1.0,0.0,DAL
2018-02-03,Win,Away,53,SAC,3,2,2.0,1.0,1.0,DAL
2018-02-05,Loss,Away,54,LAC,2,1,1.0,0.0,1.0,DAL
2018-02-08,Loss,Away,55,GSW,3,2,2.0,1.0,1.0,DAL
2018-02-10,Win,Home,56,LAL,2,1,4.0,3.0,-2.0,DAL
2018-02-11,Loss,Away,57,HOU,1,0,1.0,0.0,0.0,DAL
2018-02-13,Loss,Home,58,SAC,2,1,8.0,7.0,-6.0,DAL
2018-02-23,Loss,Away,59,LAL,10,9,1.0,0.0,9.0,DAL
2018-02-24,Loss,Away,60,UTA,1,0,1.0,0.0,0.0,DAL
2018-02-26,Win,Home,61,IND,2,1,2.0,1.0,0.0,DAL
2018-02-28,Loss,Home,62,OKC,2,1,2.0,1.0,0.0,DAL
2018-03-02,Loss,Away,63,CHI,2,1,3.0,2.0,-1.0,DAL
2018-03-04,Loss,Home,64,NOP,2,1,1.0,0.0,1.0,DAL
2018-03-06,Win,Home,65,DEN,2,1,1.0,0.0,1.0,DAL
2018-03-10,Win,Home,66,MEM,4,3,1.0,0.0,3.0,DAL
2018-03-11,Loss,Home,67,HOU,1,0,1.0,0.0,0.0,DAL
2018-03-13,Win,Away,68,NYK,2,1,2.0,1.0,0.0,DAL
2018-03-16,Loss,Away,69,TOR,3,2,1.0,0.0,2.0,DAL
2018-03-17,Loss,Away,70,BRK,1,0,1.0,0.0,0.0,DAL
2018-03-20,Loss,Away,71,NOP,3,2,2.0,1.0,1.0,DAL
2018-03-22,Loss,Home,72,UTA,2,1,2.0,1.0,0.0,DAL
2018-03-24,Loss,Home,73,CHO,2,1,1.0,0.0,1.0,DAL
2018-03-27,Win,Away,74,SAC,3,2,3.0,2.0,0.0,DAL
2018-03-28,Loss,Away,75,LAL,1,0,2.0,1.0,-1.0,DAL
2018-03-30,Loss,Home,76,MIN,2,1,2.0,1.0,0.0,DAL
2018-04-01,Loss,Away,77,CLE,2,1,2.0,1.0,0.0,DAL
2018-04-03,Win,Home,78,POR,2,1,2.0,1.0,0.0,DAL
2018-04-04,Loss,Away,79,ORL,1,0,2.0,1.0,-1.0,DAL
2018-04-06,Loss,Away,80,DET,2,1,2.0,1.0,0.0,DAL
2018-04-08,Loss,Away,81,PHI,2,1,2.0,1.0,0.0,DAL
2018-04-10,Loss,Home,82,PHO,2,1,2.0,1.0,0.0,DAL
2017-10-19,Win,Home,1,CHI,10,9,10.0,9.0,0.0,TOR
2017-10-21,Win,Home,2,PHI,2,1,2.0,1.0,0.0,TOR
2017-10-23,Loss,Away,3,SAS,2,1,2.0,1.0,0.0,TOR
2017-10-25,Loss,Away,4,GSW,2,1,2.0,1.0,0.0,TOR
2017-10-27,Win,Away,5,LAL,2,1,2.0,1.0,0.0,TOR
2017-10-30,Win,Away,6,POR,3,2,2.0,1.0,1.0,TOR
2017-11-01,Loss,Away,7,DEN,2,1,1.0,0.0,1.0,TOR
2017-11-03,Win,Away,8,UTA,2,1,2.0,1.0,0.0,TOR
2017-11-05,Loss,Home,9,WAS,2,1,2.0,1.0,0.0,TOR
2017-11-07,Win,Home,10,CHI,2,1,3.0,2.0,-1.0,TOR
2017-11-09,Win,Home,11,NOP,2,1,3.0,2.0,-1.0,TOR
2017-11-12,Loss,Away,12,BOS,3,2,2.0,1.0,1.0,TOR
2017-11-14,Win,Away,13,HOU,2,1,2.0,1.0,0.0,TOR
2017-11-15,Win,Away,14,NOP,1,0,2.0,1.0,-1.0,TOR
2017-11-17,Win,Home,15,NYK,2,1,2.0,1.0,0.0,TOR
2017-11-19,Win,Home,16,WAS,2,1,2.0,1.0,0.0,TOR
2017-11-22,Loss,Away,17,NYK,3,2,2.0,1.0,1.0,TOR
2017-11-24,Loss,Away,18,IND,2,1,1.0,0.0,1.0,TOR
2017-11-25,Win,Away,19,ATL,1,0,2.0,1.0,-1.0,TOR
2017-11-29,Win,Home,20,CHO,4,3,4.0,3.0,0.0,TOR
2017-12-01,Win,Home,21,IND,2,1,2.0,1.0,0.0,TOR
2017-12-05,Win,Home,22,PHO,4,3,2.0,1.0,2.0,TOR
2017-12-08,Win,Away,23,MEM,3,2,2.0,1.0,1.0,TOR
2017-12-10,Win,Away,24,SAC,2,1,4.0,3.0,-2.0,TOR
2017-12-11,Loss,Away,25,LAC,1,0,2.0,1.0,-1.0,TOR
2017-12-13,Win,Away,26,PHO,2,1,1.0,0.0,1.0,TOR
2017-12-15,Win,Home,27,BRK,2,1,2.0,1.0,0.0,TOR
2017-12-17,Win,Home,28,SAC,2,1,2.0,1.0,0.0,TOR
2017-12-20,Win,Away,29,CHO,3,2,1.0,0.0,2.0,TOR
2017-12-21,Win,Away,30,PHI,1,0,1.0,0.0,0.0,TOR
2017-12-23,Win,Home,31,PHI,2,1,2.0,1.0,0.0,TOR
2017-12-26,Loss,Away,32,DAL,3,2,2.0,1.0,1.0,TOR
2017-12-27,Loss,Away,33,OKC,1,0,1.0,0.0,0.0,TOR
2017-12-29,Win,Home,34,ATL,2,1,4.0,3.0,-2.0,TOR
2018-01-01,Win,Home,35,MIL,3,2,3.0,2.0,0.0,TOR
2018-01-03,Win,Away,36,CHI,2,1,2.0,1.0,0.0,TOR
2018-01-05,Win,Away,37,MIL,2,1,2.0,1.0,0.0,TOR
2018-01-08,Win,Away,38,BRK,3,2,2.0,1.0,1.0,TOR
2018-01-09,Loss,Home,39,MIA,1,0,2.0,1.0,-1.0,TOR
2018-01-11,Win,Home,40,CLE,2,1,2.0,1.0,0.0,TOR
2018-01-13,Loss,Home,41,GSW,2,1,2.0,1.0,0.0,TOR
2018-01-15,Loss,Away,42,PHI,2,1,2.0,1.0,0.0,TOR
2018-01-17,Win,Home,43,DET,2,1,2.0,1.0,0.0,TOR
2018-01-19,Win,Home,44,SAS,2,1,2.0,1.0,0.0,TOR
2018-01-20,Loss,Away,45,MIN,1,0,2.0,1.0,-1.0,TOR
2018-01-24,Win,Away,46,ATL,4,3,2.0,1.0,2.0,TOR
2018-01-26,Loss,Home,47,UTA,2,1,2.0,1.0,0.0,TOR
2018-01-28,Win,Home,48,LAL,2,1,3.0,2.0,-1.0,TOR
2018-01-30,Win,Home,49,MIN,2,1,2.0,1.0,0.0,TOR
2018-02-01,Loss,Away,50,WAS,2,1,3.0,2.0,-1.0,TOR
2018-02-02,Win,Home,51,POR,1,0,1.0,0.0,0.0,TOR
2018-02-04,Win,Home,52,MEM,2,1,3.0,2.0,-1.0,TOR
2018-02-06,Win,Home,53,BOS,2,1,2.0,1.0,0.0,TOR
2018-02-08,Win,Home,54,NYK,2,1,2.0,1.0,0.0,TOR
2018-02-11,Win,Away,55,CHO,3,2,1.0,0.0,2.0,TOR
2018-02-13,Win,Home,56,MIA,2,1,2.0,1.0,0.0,TOR
2018-02-14,Win,Away,57,CHI,1,0,2.0,1.0,-1.0,TOR
2018-02-23,Loss,Home,58,MIL,9,8,8.0,7.0,1.0,TOR
2018-02-26,Win,Home,59,DET,3,2,2.0,1.0,1.0,TOR
2018-02-28,Win,Away,60,ORL,2,1,2.0,1.0,0.0,TOR
2018-03-02,Win,Away,61,WAS,2,1,2.0,1.0,0.0,TOR
2018-03-04,Win,Home,62,CHO,2,1,1.0,0.0,1.0,TOR
2018-03-06,Win,Home,63,ATL,2,1,2.0,1.0,0.0,TOR
2018-03-07,Win,Away,64,DET,1,0,2.0,1.0,-1.0,TOR
2018-03-09,Win,Home,65,HOU,2,1,2.0,1.0,0.0,TOR
2018-03-11,Win,Away,66,NYK,2,1,3.0,2.0,-1.0,TOR
2018-03-13,Win,Away,67,BRK,2,1,3.0,2.0,-1.0,TOR
2018-03-15,Win,Away,68,IND,2,1,2.0,1.0,0.0,TOR
2018-03-16,Win,Home,69,DAL,1,0,3.0,2.0,-2.0,TOR
2018-03-18,Loss,Home,70,OKC,2,1,1.0,0.0,1.0,TOR
2018-03-20,Win,Away,71,ORL,2,1,4.0,3.0,-2.0,TOR
2018-03-21,Loss,Away,72,CLE,1,0,2.0,1.0,-1.0,TOR
2018-03-23,Win,Home,73,BRK,2,1,2.0,1.0,0.0,TOR
2018-03-25,Loss,Home,74,LAC,2,1,2.0,1.0,0.0,TOR
2018-03-27,Win,Home,75,DEN,2,1,1.0,0.0,1.0,TOR
2018-03-31,Loss,Away,76,BOS,4,3,3.0,2.0,1.0,TOR
2018-04-03,Loss,Away,77,CLE,3,2,2.0,1.0,1.0,TOR
2018-04-04,Win,Home,78,BOS,1,0,1.0,0.0,0.0,TOR
2018-04-06,Win,Home,79,IND,2,1,2.0,1.0,0.0,TOR
2018-04-08,Win,Home,80,ORL,2,1,2.0,1.0,0.0,TOR
2018-04-09,Win,Away,81,DET,1,0,1.0,0.0,0.0,TOR
2018-04-11,Loss,Away,82,MIA,2,1,2.0,1.0,0.0,TOR
2017-10-17,Loss,Away,1,CLE,10,9,10.0,9.0,0.0,BOS
2017-10-18,Loss,Home,2,MIL,1,0,2.0,1.0,-1.0,BOS
2017-10-20,Win,Away,3,PHI,2,1,1.0,0.0,1.0,BOS
2017-10-24,Win,Home,4,NYK,4,3,3.0,2.0,1.0,BOS
2017-10-26,Win,Away,5,MIL,2,1,3.0,2.0,-1.0,BOS
2017-10-28,Win,Away,6,MIA,2,1,2.0,1.0,0.0,BOS
2017-10-30,Win,Home,7,SAS,2,1,1.0,0.0,1.0,BOS
2017-11-01,Win,Home,8,SAC,2,1,1.0,0.0,1.0,BOS
2017-11-03,Win,Away,9,OKC,2,1,2.0,1.0,0.0,BOS
2017-11-05,Win,Away,10,ORL,2,1,2.0,1.0,0.0,BOS
2017-11-06,Win,Away,11,ATL,1,0,1.0,0.0,0.0,BOS
2017-11-08,Win,Home,12,LAL,2,1,1.0,0.0,1.0,BOS
2017-11-10,Win,Home,13,CHO,2,1,5.0,4.0,-3.0,BOS
2017-11-12,Win,Home,14,TOR,2,1,1.0,0.0,1.0,BOS
2017-11-14,Win,Away,15,BRK,2,1,3.0,2.0,-1.0,BOS
2017-11-16,Win,Home,16,GSW,2,1,2.0,1.0,0.0,BOS
2017-11-18,Win,Away,17,ATL,2,1,2.0,1.0,0.0,BOS
2017-11-20,Win,Away,18,DAL,2,1,2.0,1.0,0.0,BOS
2017-11-22,Loss,Away,19,MIA,2,1,2.0,1.0,0.0,BOS
2017-11-24,Win,Home,20,ORL,2,1,1.0,0.0,1.0,BOS
2017-11-25,Win,Away,21,IND,1,0,2.0,1.0,-1.0,BOS
2017-11-27,Loss,Home,22,DET,2,1,1.0,0.0,1.0,BOS
2017-11-30,Win,Home,23,PHI,3,2,2.0,1.0,1.0,BOS
2017-12-02,Win,Home,24,PHO,2,1,3.0,2.0,-1.0,BOS
2017-12-04,Win,Home,25,MIL,2,1,1.0,0.0,1.0,BOS
2017-12-06,Win,Home,26,DAL,2,1,2.0,1.0,0.0,BOS
2017-12-08,Loss,Away,27,SAS,2,1,1.0,0.0,1.0,BOS
2017-12-10,Win,Away,28,DET,2,1,2.0,1.0,0.0,BOS
2017-12-11,Loss,Away,29,CHI,1,0,3.0,2.0,-2.0,BOS
2017-12-13,Win,Home,30,DEN,2,1,3.0,2.0,-1.0,BOS
2017-12-15,Loss,Home,31,UTA,2,1,2.0,1.0,0.0,BOS
2017-12-16,Win,Away,32,MEM,1,0,1.0,0.0,0.0,BOS
2017-12-18,Win,Away,33,IND,2,1,3.0,2.0,-1.0,BOS
2017-12-20,Loss,Home,34,MIA,2,1,3.0,2.0,-1.0,BOS
2017-12-21,Loss,Away,35,NYK,1,0,1.0,0.0,0.0,BOS
2017-12-23,Win,Home,36,CHI,2,1,2.0,1.0,0.0,BOS
2017-12-25,Loss,Home,37,WAS,2,1,2.0,1.0,0.0,BOS
2017-12-27,Win,Away,38,CHO,2,1,3.0,2.0,-1.0,BOS
2017-12-28,Win,Home,39,HOU,1,0,2.0,1.0,-1.0,BOS
2017-12-31,Win,Home,40,BRK,3,2,2.0,1.0,1.0,BOS
2018-01-03,Win,Home,41,CLE,3,2,3.0,2.0,0.0,BOS
2018-01-05,Win,Home,42,MIN,2,1,2.0,1.0,0.0,BOS
2018-01-06,Win,Away,43,BRK,1,0,1.0,0.0,0.0,BOS
2018-01-11,Win,Away,44,PHI,5,4,2.0,1.0,3.0,BOS
2018-01-16,Loss,Home,45,NOP,5,4,3.0,2.0,2.0,BOS
2018-01-18,Loss,Home,46,PHI,2,1,2.0,1.0,0.0,BOS
2018-01-21,Loss,Home,47,ORL,3,2,2.0,1.0,1.0,BOS
2018-01-23,Loss,Away,48,LAL,2,1,3.0,2.0,-1.0,BOS
2018-01-24,Win,Away,49,LAC,1,0,2.0,1.0,-1.0,BOS
2018-01-27,Loss,Away,50,GSW,3,2,2.0,1.0,1.0,BOS
2018-01-29,Win,Away,51,DEN,2,1,1.0,0.0,1.0,BOS
2018-01-31,Win,Home,52,NYK,2,1,1.0,0.0,1.0,BOS
2018-02-02,Win,Home,53,ATL,2,1,2.0,1.0,0.0,BOS
2018-02-04,Win,Home,54,POR,2,1,1.0,0.0,1.0,BOS
2018-02-06,Loss,Away,55,TOR,2,1,3.0,2.0,-1.0,BOS
2018-02-08,Win,Away,56,WAS,2,1,2.0,1.0,0.0,BOS
2018-02-09,Loss,Home,57,IND,1,0,2.0,1.0,-1.0,BOS
2018-02-11,Loss,Home,58,CLE,2,1,1.0,0.0,1.0,BOS
2018-02-14,Loss,Home,59,LAC,3,2,4.0,3.0,-1.0,BOS
2018-02-23,Win,Away,60,DET,9,8,1.0,0.0,8.0,BOS
2018-02-24,Win,Away,61,NYK,1,0,2.0,1.0,-1.0,BOS
2018-02-26,Win,Home,62,MEM,2,1,1.0,0.0,1.0,BOS
2018-02-28,Win,Home,63,CHO,2,1,2.0,1.0,0.0,BOS
2018-03-03,Loss,Away,64,HOU,3,2,1.0,0.0,2.0,BOS
2018-03-05,Win,Away,65,CHI,2,1,2.0,1.0,0.0,BOS
2018-03-08,Win,Away,66,MIN,3,2,1.0,0.0,2.0,BOS
2018-03-11,Loss,Home,67,IND,3,2,2.0,1.0,1.0,BOS
2018-03-14,Loss,Home,68,WAS,3,2,3.0,2.0,0.0,BOS
2018-03-16,Win,Away,69,ORL,2,1,1.0,0.0,1.0,BOS
2018-03-18,Loss,Away,70,NOP,2,1,1.0,0.0,1.0,BOS
2018-03-20,Win,Home,71,OKC,2,1,3.0,2.0,-1.0,BOS
2018-03-23,Win,Away,72,POR,3,2,3.0,2.0,0.0,BOS
2018-03-25,Win,Away,73,SAC,2,1,3.0,2.0,-1.0,BOS
2018-03-26,Win,Away,74,PHO,1,0,1.0,0.0,0.0,BOS
2018-03-28,Win,Away,75,UTA,2,1,3.0,2.0,-1.0,BOS
2018-03-31,Win,Home,76,TOR,3,2,4.0,3.0,-1.0,BOS
2018-04-03,Loss,Away,77,MIL,3,2,2.0,1.0,1.0,BOS
2018-04-04,Loss,Away,78,TOR,1,0,1.0,0.0,0.0,BOS
2018-04-06,Win,Home,79,CHI,2,1,3.0,2.0,-1.0,BOS
2018-04-08,Loss,Home,80,ATL,2,1,2.0,1.0,0.0,BOS
2018-04-10,Loss,Away,81,WAS,2,1,4.0,3.0,-2.0,BOS
2018-04-11,Win,Home,82,BRK,1,0,2.0,1.0,-1.0,BOS
2017-10-18,Loss,Away,1,SAS,10,9,10.0,9.0,0.0,MIN
2017-10-20,Win,Home,2,UTA,2,1,2.0,1.0,0.0,MIN
2017-10-22,Win,Away,3,OKC,2,1,1.0,0.0,1.0,MIN
2017-10-24,Loss,Home,4,IND,2,1,3.0,2.0,-1.0,MIN
2017-10-25,Loss,Away,5,DET,1,0,2.0,1.0,-1.0,MIN
2017-10-27,Win,Home,6,OKC,2,1,1.0,0.0,1.0,MIN
2017-10-30,Win,Away,7,MIA,3,2,2.0,1.0,1.0,MIN
2017-11-01,Win,Away,8,NOP,2,1,2.0,1.0,0.0,MIN
2017-11-04,Win,Home,9,DAL,3,2,2.0,1.0,1.0,MIN
2017-11-05,Win,Home,10,CHO,1,0,2.0,1.0,-1.0,MIN
2017-11-08,Loss,Away,11,GSW,3,2,2.0,1.0,1.0,MIN
2017-11-11,Loss,Away,12,PHO,3,2,2.0,1.0,1.0,MIN
2017-11-13,Win,Away,13,UTA,2,1,1.0,0.0,1.0,MIN
2017-11-15,Win,Home,14,SAS,2,1,3.0,2.0,-1.0,MIN
2017-11-17,Win,Away,15,DAL,2,1,2.0,1.0,0.0,MIN
2017-11-19,Loss,Home,16,DET,2,1,2.0,1.0,0.0,MIN
2017-11-20,Loss,Away,17,CHO,1,0,2.0,1.0,-1.0,MIN
2017-11-22,Win,Home,18,ORL,2,1,2.0,1.0,0.0,MIN
2017-11-24,Loss,Home,19,MIA,2,1,2.0,1.0,0.0,MIN
2017-11-26,Win,Home,20,PHO,2,1,2.0,1.0,0.0,MIN
2017-11-28,Loss,Home,21,WAS,2,1,1.0,0.0,1.0,MIN
2017-11-29,Win,Away,22,NOP,1,0,2.0,1.0,-1.0,MIN
2017-12-01,Loss,Away,23,OKC,2,1,2.0,1.0,0.0,MIN
2017-12-03,Win,Home,24,LAC,2,1,3.0,2.0,-1.0,MIN
2017-12-04,Loss,Away,25,MEM,1,0,2.0,1.0,-1.0,MIN
2017-12-06,Win,Away,26,LAC,2,1,2.0,1.0,0.0,MIN
2017-12-10,Win,Home,27,DAL,4,3,2.0,1.0,2.0,MIN
2017-12-12,Loss,Home,28,PHI,2,1,3.0,2.0,-1.0,MIN
2017-12-14,Win,Home,29,SAC,2,1,3.0,2.0,-1.0,MIN
2017-12-16,Loss,Home,30,PHO,2,1,1.0,0.0,1.0,MIN
2017-12-18,Win,Home,31,POR,2,1,2.0,1.0,0.0,MIN
2017-12-20,Win,Away,32,DEN,2,1,2.0,1.0,0.0,MIN
2017-12-23,Win,Away,33,PHO,3,2,2.0,1.0,1.0,MIN
2017-12-25,Win,Away,34,LAL,2,1,2.0,1.0,0.0,MIN
2017-12-27,Win,Home,35,DEN,2,1,1.0,0.0,1.0,MIN
2017-12-28,Loss,Away,36,MIL,1,0,2.0,1.0,-1.0,MIN
2017-12-31,Win,Away,37,IND,3,2,2.0,1.0,1.0,MIN
2018-01-01,Win,Home,38,LAL,1,0,2.0,1.0,-1.0,MIN
2018-01-03,Loss,Away,39,BRK,2,1,3.0,2.0,-1.0,MIN
2018-01-05,Loss,Away,40,BOS,2,1,3.0,2.0,-1.0,MIN
2018-01-06,Win,Home,41,NOP,1,0,2.0,1.0,-1.0,MIN
2018-01-08,Win,Home,42,CLE,2,1,1.0,0.0,1.0,MIN
2018-01-10,Win,Home,43,OKC,2,1,3.0,2.0,-1.0,MIN
2018-01-12,Win,Home,44,NYK,2,1,1.0,0.0,1.0,MIN
2018-01-14,Win,Home,45,POR,2,1,2.0,1.0,0.0,MIN
2018-01-16,Loss,Away,46,ORL,2,1,3.0,2.0,-1.0,MIN
2018-01-18,Loss,Away,47,HOU,2,1,2.0,1.0,0.0,MIN
2018-01-20,Win,Home,48,TOR,2,1,2.0,1.0,0.0,MIN
2018-01-22,Win,Away,49,LAC,2,1,2.0,1.0,0.0,MIN
2018-01-24,Loss,Away,50,POR,2,1,4.0,3.0,-2.0,MIN
2018-01-25,Loss,Away,51,GSW,1,0,3.0,2.0,-2.0,MIN
2018-01-27,Win,Home,52,BRK,2,1,1.0,0.0,1.0,MIN
2018-01-29,Loss,Away,53,ATL,2,1,2.0,1.0,0.0,MIN
2018-01-30,Loss,Away,54,TOR,1,0,2.0,1.0,-1.0,MIN
2018-02-01,Win,Home,55,MIL,2,1,1.0,0.0,1.0,MIN
2018-02-03,Win,Home,56,NOP,2,1,2.0,1.0,0.0,MIN
2018-02-07,Loss,Away,57,CLE,4,3,9.0,8.0,-5.0,MIN
2018-02-09,Loss,Away,58,CHI,2,1,8.0,7.0,-6.0,MIN
2018-02-11,Win,Home,59,SAC,2,1,2.0,1.0,0.0,MIN
2018-02-13,Loss,Home,60,HOU,2,1,1.0,0.0,1.0,MIN
2018-02-15,Win,Home,61,LAL,2,1,3.0,2.0,-1.0,MIN
2018-02-23,Loss,Away,62,HOU,8,7,3.0,2.0,5.0,MIN
2018-02-24,Win,Home,63,CHI,1,0,3.0,2.0,-2.0,MIN
2018-02-26,Win,Away,64,SAC,2,1,1.0,0.0,1.0,MIN
2018-03-01,Loss,Away,65,POR,3,2,1.0,0.0,2.0,MIN
2018-03-02,Loss,Away,66,UTA,1,0,2.0,1.0,-1.0,MIN
2018-03-08,Loss,Home,67,BOS,6,5,3.0,2.0,3.0,MIN
2018-03-11,Win,Home,68,GSW,3,2,3.0,2.0,0.0,MIN
2018-03-13,Win,Away,69,WAS,2,1,1.0,0.0,1.0,MIN
2018-03-17,Loss,Away,70,SAS,4,3,2.0,1.0,2.0,MIN
2018-03-18,Loss,Home,71,HOU,1,0,2.0,1.0,-1.0,MIN
2018-03-20,Win,Home,72,LAC,2,1,2.0,1.0,0.0,MIN
2018-03-23,Win,Away,73,NYK,3,2,2.0,1.0,1.0,MIN
2018-03-24,Loss,Away,74,PHI,1,0,2.0,1.0,-1.0,MIN
2018-03-26,Loss,Home,75,MEM,2,1,2.0,1.0,0.0,MIN
2018-03-28,Win,Home,76,ATL,2,1,2.0,1.0,0.0,MIN
2018-03-30,Win,Away,77,DAL,2,1,2.0,1.0,0.0,MIN
2018-04-01,Loss,Home,78,UTA,2,1,2.0,1.0,0.0,MIN
2018-04-05,Loss,Away,79,DEN,4,3,2.0,1.0,2.0,MIN
2018-04-06,Win,Away,80,LAL,1,0,2.0,1.0,-1.0,MIN
2018-04-09,Win,Home,81,MEM,3,2,1.0,0.0,2.0,MIN
2018-04-11,Win,Home,82,DEN,2,1,2.0,1.0,0.0,MIN
2017-10-18,Win,Home,1,MIN,10,9,10.0,9.0,0.0,SAS
2017-10-21,Win,Away,2,CHI,3,2,2.0,1.0,1.0,SAS
2017-10-23,Win,Home,3,TOR,2,1,2.0,1.0,0.0,SAS
2017-10-25,Win,Away,4,MIA,2,1,2.0,1.0,0.0,SAS
2017-10-27,Loss,Away,5,ORL,2,1,3.0,2.0,-1.0,SAS
2017-10-29,Loss,Away,6,IND,2,1,4.0,3.0,-2.0,SAS
2017-10-30,Loss,Away,7,BOS,1,0,2.0,1.0,-1.0,SAS
2017-11-02,Loss,Home,8,GSW,3,2,1.0,0.0,2.0,SAS
2017-11-03,Win,Home,9,CHO,1,0,2.0,1.0,-1.0,SAS
2017-11-05,Win,Home,10,PHO,2,1,2.0,1.0,0.0,SAS
2017-11-07,Win,Home,11,LAC,2,1,3.0,2.0,-1.0,SAS
2017-11-10,Loss,Home,12,MIL,3,2,1.0,0.0,2.0,SAS
2017-11-11,Win,Home,13,CHI,1,0,2.0,1.0,-1.0,SAS
2017-11-14,Win,Away,14,DAL,3,2,1.0,0.0,2.0,SAS
2017-11-15,Loss,Away,15,MIN,1,0,2.0,1.0,-1.0,SAS
2017-11-17,Win,Home,16,OKC,2,1,3.0,2.0,-1.0,SAS
2017-11-20,Win,Home,17,ATL,3,2,2.0,1.0,1.0,SAS
2017-11-22,Loss,Away,18,NOP,2,1,2.0,1.0,0.0,SAS
2017-11-25,Win,Away,19,CHO,3,2,1.0,0.0,2.0,SAS
2017-11-27,Win,Home,20,DAL,2,1,3.0,2.0,-1.0,SAS
2017-11-29,Win,Home,21,MEM,2,1,2.0,1.0,0.0,SAS
2017-12-01,Win,Away,22,MEM,2,1,1.0,0.0,1.0,SAS
2017-12-03,Loss,Away,23,OKC,2,1,2.0,1.0,0.0,SAS
2017-12-04,Win,Home,24,DET,1,0,2.0,1.0,-1.0,SAS
2017-12-06,Win,Home,25,MIA,2,1,3.0,2.0,-1.0,SAS
2017-12-08,Win,Home,26,BOS,2,1,2.0,1.0,0.0,SAS
2017-12-09,Win,Away,27,PHO,1,0,2.0,1.0,-1.0,SAS
2017-12-12,Loss,Away,28,DAL,3,2,2.0,1.0,1.0,SAS
2017-12-15,Loss,Away,29,HOU,3,2,2.0,1.0,1.0,SAS
2017-12-16,Win,Home,30,DAL,1,0,2.0,1.0,-1.0,SAS
2017-12-18,Win,Home,31,LAC,2,1,2.0,1.0,0.0,SAS
2017-12-20,Win,Away,32,POR,2,1,2.0,1.0,0.0,SAS
2017-12-21,Loss,Away,33,UTA,1,0,1.0,0.0,0.0,SAS
2017-12-23,Win,Away,34,SAC,2,1,1.0,0.0,1.0,SAS
2017-12-26,Win,Home,35,BRK,3,2,2.0,1.0,1.0,SAS
2017-12-28,Win,Home,36,NYK,2,1,2.0,1.0,0.0,SAS
2017-12-30,Loss,Away,37,DET,2,1,2.0,1.0,0.0,SAS
2018-01-02,Win,Away,38,NYK,3,2,1.0,0.0,2.0,SAS
2018-01-03,Loss,Away,39,PHI,1,0,6.0,5.0,-5.0,SAS
2018-01-05,Win,Home,40,PHO,2,1,1.0,0.0,1.0,SAS
2018-01-07,Loss,Away,41,POR,2,1,1.0,0.0,1.0,SAS
2018-01-08,Win,Away,42,SAC,1,0,2.0,1.0,-1.0,SAS
2018-01-11,Loss,Away,43,LAL,3,2,2.0,1.0,1.0,SAS
2018-01-13,Win,Home,44,DEN,2,1,3.0,2.0,-1.0,SAS
2018-01-15,Loss,Away,45,ATL,2,1,3.0,2.0,-1.0,SAS
2018-01-17,Win,Away,46,BRK,2,1,2.0,1.0,0.0,SAS
2018-01-19,Loss,Away,47,TOR,2,1,2.0,1.0,0.0,SAS
2018-01-21,Loss,Home,48,IND,2,1,3.0,2.0,-1.0,SAS
2018-01-23,Win,Home,49,CLE,2,1,2.0,1.0,0.0,SAS
2018-01-24,Win,Away,50,MEM,1,0,2.0,1.0,-1.0,SAS
2018-01-26,Loss,Home,51,PHI,2,1,3.0,2.0,-1.0,SAS
2018-01-28,Win,Home,52,SAC,2,1,1.0,0.0,1.0,SAS
2018-01-30,Win,Home,53,DEN,2,1,2.0,1.0,0.0,SAS
