dates,results,locations,game_nums,opponent,date_diff,rest,opp_date_diff,opp_rest,rest_diff,abbrv
2016-03-09,Win,Home,64,LAC,3,2,2.0,1.0,1.0,OKC
2016-03-11,Loss,Home,65,MIN,2,1,1.0,0.0,1.0,OKC
2016-03-12,Loss,Away,66,SAS,1,0,2.0,1.0,-1.0,OKC
2016-03-14,Win,Home,67,POR,2,1,1.0,0.0,1.0,OKC
2016-03-16,Win,Away,68,BOS,2,1,1.0,0.0,1.0,OKC
2016-03-18,Win,Away,69,PHI,2,1,1.0,0.0,1.0,OKC
2016-03-19,Win,Away,70,IND,1,0,2.0,1.0,-1.0,OKC
2016-03-22,Win,Home,71,HOU,3,2,3.0,2.0,0.0,OKC
2016-03-24,Win,Home,72,UTA,2,1,1.0,0.0,1.0,OKC
2016-03-26,Win,Home,73,SAS,2,1,1.0,0.0,1.0,OKC
2016-03-28,Win,Away,74,TOR,2,1,2.0,1.0,0.0,OKC
2016-03-29,Loss,Away,75,DET,1,0,3.0,2.0,-2.0,OKC
2016-03-31,Win,Home,76,LAC,2,1,3.0,2.0,-1.0,OKC
2016-04-03,Loss,Away,77,HOU,3,2,3.0,2.0,0.0,OKC
2016-04-05,Win,Away,78,DEN,2,1,2.0,1.0,0.0,OKC
2016-04-06,Loss,Away,79,POR,1,0,2.0,1.0,-1.0,OKC
2016-04-09,Loss,Away,80,SAC,3,2,2.0,1.0,1.0,OKC
2016-04-11,Win,Home,81,LAL,2,1,1.0,0.0,1.0,OKC
2016-04-12,Loss,Away,82,SAS,1,0,1.0,0.0,0.0,OKC
2015-10-28,Loss,Home,1,WAS,10,9,10.0,9.0,0.0,ORL
2015-10-30,Loss,Home,2,OKC,2,1,2.0,1.0,0.0,ORL
2015-11-01,Loss,Away,3,CHI,2,1,2.0,1.0,0.0,ORL
2015-11-03,Win,Away,4,NOP,2,1,3.0,2.0,-1.0,ORL
2015-11-04,Loss,Away,5,HOU,1,0,2.0,1.0,-1.0,ORL
2015-11-06,Win,Home,6,TOR,2,1,2.0,1.0,0.0,ORL
2015-11-07,Win,Away,7,PHI,1,0,2.0,1.0,-1.0,ORL
2015-11-09,Loss,Away,8,IND,2,1,1.0,0.0,1.0,ORL
2015-11-11,Win,Home,9,LAL,2,1,2.0,1.0,0.0,ORL
2015-11-13,Win,Home,10,UTA,2,1,2.0,1.0,0.0,ORL
2015-11-14,Loss,Away,11,WAS,1,0,3.0,2.0,-2.0,ORL
2015-11-18,Win,Home,12,MIN,4,3,1.0,0.0,3.0,ORL
2015-11-21,Loss,Home,13,SAC,3,2,1.0,0.0,2.0,ORL
2015-11-23,Loss,Away,14,CLE,2,1,2.0,1.0,0.0,ORL
2015-11-25,Win,Home,15,NYK,2,1,2.0,1.0,0.0,ORL
2015-11-27,Win,Home,16,MIL,2,1,2.0,1.0,0.0,ORL
2015-11-29,Win,Home,17,BOS,2,1,2.0,1.0,0.0,ORL
2015-12-01,Win,Away,18,MIN,2,1,2.0,1.0,0.0,ORL
2015-12-03,Win,Away,19,UTA,2,1,3.0,2.0,-1.0,ORL
2015-12-05,Loss,Away,20,LAC,2,1,3.0,2.0,-1.0,ORL
2015-12-08,Win,Away,21,DEN,3,2,2.0,1.0,1.0,ORL
2015-12-09,Loss,Away,22,PHO,1,0,1.0,0.0,0.0,ORL
2015-12-11,Loss,Home,23,CLE,2,1,4.0,3.0,-2.0,ORL
2015-12-14,Win,Away,24,BRK,3,2,2.0,1.0,1.0,ORL
2015-12-16,Win,Home,25,CHO,2,1,1.0,0.0,1.0,ORL
2015-12-18,Win,Home,26,POR,2,1,2.0,1.0,0.0,ORL
2015-12-20,Loss,Home,27,ATL,2,1,2.0,1.0,0.0,ORL
2015-12-21,Win,Away,28,NYK,1,0,1.0,0.0,0.0,ORL
2015-12-23,Win,Home,29,HOU,2,1,2.0,1.0,0.0,ORL
2015-12-26,Loss,Home,30,MIA,3,2,2.0,1.0,1.0,ORL
2015-12-28,Win,Home,31,NOP,2,1,2.0,1.0,0.0,ORL
2015-12-30,Win,Home,32,BRK,2,1,2.0,1.0,0.0,ORL
2016-01-01,Loss,Away,33,WAS,2,1,3.0,2.0,-1.0,ORL
2016-01-02,Loss,Away,34,CLE,1,0,2.0,1.0,-1.0,ORL
2016-01-04,Loss,Away,35,DET,2,1,2.0,1.0,0.0,ORL
2016-01-06,Loss,Home,36,IND,2,1,2.0,1.0,0.0,ORL
2016-01-08,Win,Away,37,BRK,2,1,1.0,0.0,1.0,ORL
2016-01-09,Loss,Home,38,WAS,1,0,2.0,1.0,-1.0,ORL
2016-01-14,Loss,Home,39,TOR,5,4,1.0,0.0,4.0,ORL
2016-01-18,Loss,Away,40,ATL,4,3,2.0,1.0,2.0,ORL
2016-01-20,Loss,Home,41,PHI,2,1,4.0,3.0,-2.0,ORL
2016-01-22,Loss,Home,42,CHO,2,1,2.0,1.0,0.0,ORL
2016-01-25,Loss,Away,43,MEM,3,2,2.0,1.0,1.0,ORL
2016-01-26,Loss,Away,44,MIL,1,0,3.0,2.0,-2.0,ORL
2016-01-29,Loss,Away,45,BOS,3,2,2.0,1.0,1.0,ORL
2016-01-31,Win,Home,46,BOS,2,1,1.0,0.0,1.0,ORL
2016-02-01,Loss,Away,47,SAS,1,0,3.0,2.0,-2.0,ORL
2016-02-03,Loss,Away,48,OKC,2,1,1.0,0.0,1.0,ORL
2016-02-05,Loss,Home,49,LAC,2,1,3.0,2.0,-1.0,ORL
2016-02-07,Win,Home,50,ATL,2,1,1.0,0.0,1.0,ORL
2016-02-08,Win,Away,51,ATL,1,0,2.0,1.0,-1.0,ORL
2016-02-10,Loss,Home,52,SAS,2,1,3.0,2.0,-1.0,ORL
2016-02-19,Win,Home,53,DAL,9,8,2.0,1.0,7.0,ORL
2016-02-21,Loss,Home,54,IND,2,1,9.0,8.0,-7.0,ORL
2016-02-23,Win,Away,55,PHI,2,1,2.0,1.0,0.0,ORL
2016-02-25,Loss,Home,56,GSW,2,1,2.0,1.0,0.0,ORL
2016-02-26,Loss,Away,57,NYK,1,0,1.0,0.0,0.0,ORL
2016-02-28,Win,Home,58,PHI,2,1,2.0,1.0,0.0,ORL
2016-03-01,Loss,Away,59,DAL,2,1,2.0,1.0,0.0,ORL
2016-03-02,Win,Home,60,CHI,1,0,1.0,0.0,0.0,ORL
2016-03-04,Loss,Home,61,PHO,2,1,2.0,1.0,0.0,ORL
2016-03-07,Loss,Away,62,GSW,3,2,1.0,0.0,2.0,ORL
2016-03-08,Loss,Away,63,LAL,1,0,2.0,1.0,-1.0,ORL
2016-03-11,Win,Away,64,SAC,3,2,2.0,1.0,1.0,ORL
2016-03-12,Loss,Away,65,POR,1,0,2.0,1.0,-1.0,ORL
2016-03-15,Win,Home,66,DEN,3,2,2.0,1.0,1.0,ORL
2016-03-16,Loss,Away,67,CHO,1,0,2.0,1.0,-1.0,ORL
2016-03-18,Loss,Home,68,CLE,2,1,2.0,1.0,0.0,ORL
2016-03-20,Loss,Away,69,TOR,2,1,2.0,1.0,0.0,ORL
2016-03-21,Loss,Away,70,BOS,1,0,2.0,1.0,-1.0,ORL
2016-03-23,Loss,Away,71,DET,2,1,2.0,1.0,0.0,ORL
2016-03-25,Loss,Away,72,MIA,2,1,2.0,1.0,0.0,ORL
2016-03-26,Win,Home,73,CHI,1,0,2.0,1.0,-1.0,ORL
2016-03-29,Win,Home,74,BRK,3,2,1.0,0.0,2.0,ORL
2016-03-31,Win,Away,75,IND,2,1,2.0,1.0,0.0,ORL
2016-04-01,Loss,Away,76,MIL,1,0,2.0,1.0,-1.0,ORL
2016-04-03,Win,Home,77,MEM,2,1,2.0,1.0,0.0,ORL
2016-04-06,Loss,Home,78,DET,3,2,3.0,2.0,0.0,ORL
2016-04-08,Win,Home,79,MIA,2,1,1.0,0.0,1.0,ORL
2016-04-10,Loss,Away,80,MIA,2,1,2.0,1.0,0.0,ORL
2016-04-11,Win,Home,81,MIL,1,0,1.0,0.0,0.0,ORL
2016-04-13,Loss,Away,82,CHO,2,1,2.0,1.0,0.0,ORL
2015-10-27,Loss,Away,1,CHI,10,9,10.0,9.0,0.0,CLE
2015-10-28,Win,Away,2,MEM,1,0,1.0,0.0,0.0,CLE
2015-10-30,Win,Home,3,MIA,2,1,2.0,1.0,0.0,CLE
2015-11-02,Win,Away,4,PHI,3,2,2.0,1.0,1.0,CLE
2015-11-04,Win,Home,5,NYK,2,1,2.0,1.0,0.0,CLE
2015-11-06,Win,Home,6,PHI,2,1,1.0,0.0,1.0,CLE
2015-11-08,Win,Home,7,IND,2,1,2.0,1.0,0.0,CLE
2015-11-10,Win,Home,8,UTA,2,1,2.0,1.0,0.0,CLE
2015-11-13,Win,Away,9,NYK,3,2,1.0,0.0,2.0,CLE
2015-11-14,Loss,Away,10,MIL,1,0,3.0,2.0,-2.0,CLE
2015-11-17,Loss,Away,11,DET,3,2,2.0,1.0,1.0,CLE
2015-11-19,Win,Home,12,MIL,2,1,2.0,1.0,0.0,CLE
2015-11-21,Win,Home,13,ATL,2,1,2.0,1.0,0.0,CLE
2015-11-23,Win,Home,14,ORL,2,1,2.0,1.0,0.0,CLE
2015-11-25,Loss,Away,15,TOR,2,1,2.0,1.0,0.0,CLE
2015-11-27,Win,Away,16,CHO,2,1,2.0,1.0,0.0,CLE
2015-11-28,Win,Home,17,BRK,1,0,1.0,0.0,0.0,CLE
2015-12-01,Loss,Home,18,WAS,3,2,2.0,1.0,1.0,CLE
2015-12-04,Loss,Away,19,NOP,3,2,1.0,0.0,2.0,CLE
2015-12-05,Loss,Away,20,MIA,1,0,2.0,1.0,-1.0,CLE
2015-12-08,Win,Home,21,POR,3,2,2.0,1.0,1.0,CLE
2015-12-11,Win,Away,22,ORL,3,2,1.0,0.0,2.0,CLE
2015-12-15,Win,Away,23,BOS,4,3,2.0,1.0,2.0,CLE
2015-12-17,Win,Home,24,OKC,2,1,2.0,1.0,0.0,CLE
2015-12-20,Win,Home,25,PHI,3,2,2.0,1.0,1.0,CLE
2015-12-23,Win,Home,26,NYK,3,2,4.0,3.0,-1.0,CLE
2015-12-25,Loss,Away,27,GSW,2,1,2.0,1.0,0.0,CLE
2015-12-26,Loss,Away,28,POR,1,0,2.0,1.0,-1.0,CLE
2015-12-28,Win,Away,29,PHO,2,1,2.0,1.0,0.0,CLE
2015-12-29,Win,Away,30,DEN,1,0,3.0,2.0,-2.0,CLE
2016-01-02,Win,Home,31,ORL,4,3,2.0,1.0,2.0,CLE
2016-01-04,Win,Home,32,TOR,2,1,2.0,1.0,0.0,CLE
2016-01-06,Win,Away,33,WAS,2,1,3.0,2.0,-1.0,CLE
2016-01-08,Win,Away,34,MIN,2,1,2.0,1.0,0.0,CLE
2016-01-10,Win,Away,35,PHI,2,1,2.0,1.0,0.0,CLE
2016-01-12,Win,Away,36,DAL,2,1,1.0,0.0,1.0,CLE
2016-01-14,Loss,Away,37,SAS,2,1,2.0,1.0,0.0,CLE
2016-01-15,Win,Away,38,HOU,1,0,3.0,2.0,-2.0,CLE
2016-01-18,Loss,Home,39,GSW,3,2,2.0,1.0,1.0,CLE
2016-01-20,Win,Away,40,BRK,2,1,2.0,1.0,0.0,CLE
2016-01-21,Win,Home,41,LAC,1,0,2.0,1.0,-1.0,CLE
2016-01-23,Loss,Home,42,CHI,2,1,2.0,1.0,0.0,CLE
2016-01-25,Win,Home,43,MIN,2,1,2.0,1.0,0.0,CLE
2016-01-27,Win,Home,44,PHO,2,1,2.0,1.0,0.0,CLE
2016-01-29,Win,Away,45,DET,2,1,2.0,1.0,0.0,CLE
2016-01-30,Win,Home,46,SAS,1,0,2.0,1.0,-1.0,CLE
2016-02-01,Win,Away,47,IND,2,1,2.0,1.0,0.0,CLE
2016-02-03,Loss,Away,48,CHO,2,1,2.0,1.0,0.0,CLE
2016-02-05,Loss,Home,49,BOS,2,1,2.0,1.0,0.0,CLE
2016-02-06,Win,Home,50,NOP,1,0,2.0,1.0,-1.0,CLE
2016-02-08,Win,Home,51,SAC,2,1,2.0,1.0,0.0,CLE
2016-02-10,Win,Home,52,LAL,2,1,2.0,1.0,0.0,CLE
2016-02-18,Win,Home,53,CHI,8,7,8.0,7.0,0.0,CLE
2016-02-21,Win,Away,54,OKC,3,2,3.0,2.0,0.0,CLE
2016-02-22,Loss,Home,55,DET,1,0,9.0,8.0,-8.0,CLE
2016-02-24,Win,Home,56,CHO,2,1,3.0,2.0,-1.0,CLE
2016-02-26,Loss,Away,57,TOR,2,1,2.0,1.0,0.0,CLE
2016-02-28,Loss,Away,58,WAS,2,1,2.0,1.0,0.0,CLE
2016-02-29,Win,Home,59,IND,1,0,2.0,1.0,-1.0,CLE
2016-03-04,Win,Home,60,WAS,4,3,2.0,1.0,2.0,CLE
2016-03-05,Win,Home,61,BOS,1,0,2.0,1.0,-1.0,CLE
2016-03-07,Loss,Home,62,MEM,2,1,2.0,1.0,0.0,CLE
2016-03-09,Win,Away,63,SAC,2,1,2.0,1.0,0.0,CLE
2016-03-10,Win,Away,64,LAL,1,0,2.0,1.0,-1.0,CLE
2016-03-13,Win,Away,65,LAC,3,2,2.0,1.0,1.0,CLE
2016-03-14,Loss,Away,66,UTA,1,0,2.0,1.0,-1.0,CLE
2016-03-16,Win,Home,67,DAL,2,1,2.0,1.0,0.0,CLE
2016-03-18,Win,Away,68,ORL,2,1,2.0,1.0,0.0,CLE
2016-03-19,Loss,Away,69,MIA,1,0,2.0,1.0,-1.0,CLE
2016-03-21,Win,Home,70,DEN,2,1,2.0,1.0,0.0,CLE
2016-03-23,Win,Home,71,MIL,2,1,1.0,0.0,1.0,CLE
2016-03-24,Loss,Away,72,BRK,1,0,2.0,1.0,-1.0,CLE
2016-03-26,Win,Away,73,NYK,2,1,1.0,0.0,1.0,CLE
2016-03-29,Loss,Home,74,HOU,3,2,2.0,1.0,1.0,CLE
2016-03-31,Win,Home,75,BRK,2,1,2.0,1.0,0.0,CLE
2016-04-01,Win,Away,76,ATL,1,0,2.0,1.0,-1.0,CLE
2016-04-03,Win,Home,77,CHO,2,1,2.0,1.0,0.0,CLE
2016-04-05,Win,Away,78,MIL,2,1,2.0,1.0,0.0,CLE
2016-04-06,Loss,Away,79,IND,1,0,2.0,1.0,-1.0,CLE
2016-04-09,Loss,Away,80,CHI,3,2,2.0,1.0,1.0,CLE
2016-04-11,Win,Home,81,ATL,2,1,2.0,1.0,0.0,CLE
2016-04-13,Loss,Home,82,DET,2,1,1.0,0.0,1.0,CLE
2016-10-26,Loss,Home,1,CHO,10,9,10.0,9.0,0.0,MIL
2016-10-29,Win,Home,2,BRK,3,2,2.0,1.0,1.0,MIL
2016-10-30,Loss,Away,3,DET,1,0,2.0,1.0,-1.0,MIL
2016-11-01,Win,Away,4,NOP,2,1,3.0,2.0,-1.0,MIL
2016-11-03,Win,Home,5,IND,2,1,2.0,1.0,0.0,MIL
2016-11-05,Win,Home,6,SAC,2,1,2.0,1.0,0.0,MIL
2016-11-06,Loss,Away,7,DAL,1,0,2.0,1.0,-1.0,MIL
2016-11-10,Loss,Home,8,NOP,4,3,1.0,0.0,3.0,MIL
2016-11-12,Win,Home,9,MEM,2,1,4.0,3.0,-2.0,MIL
2016-11-16,Loss,Away,10,ATL,4,3,3.0,2.0,1.0,MIL
2016-11-17,Loss,Away,11,MIA,1,0,2.0,1.0,-1.0,MIL
2016-11-19,Loss,Home,12,GSW,2,1,2.0,1.0,0.0,MIL
2016-11-21,Win,Home,13,ORL,2,1,3.0,2.0,-1.0,MIL
2016-11-25,Loss,Home,14,TOR,4,3,1.0,0.0,3.0,MIL
2016-11-27,Win,Away,15,ORL,2,1,2.0,1.0,0.0,MIL
2016-11-29,Win,Home,16,CLE,2,1,2.0,1.0,0.0,MIL
2016-12-01,Win,Away,17,BRK,2,1,2.0,1.0,0.0,MIL
2016-12-03,Win,Home,18,BRK,2,1,2.0,1.0,0.0,MIL
2016-12-05,Loss,Home,19,SAS,2,1,1.0,0.0,1.0,MIL
2016-12-07,Win,Home,20,POR,2,1,3.0,2.0,-1.0,MIL
2016-12-09,Loss,Home,21,ATL,2,1,1.0,0.0,1.0,MIL
2016-12-10,Loss,Away,22,WAS,1,0,2.0,1.0,-1.0,MIL
2016-12-12,Loss,Away,23,TOR,2,1,1.0,0.0,1.0,MIL
2016-12-15,Win,Home,24,CHI,3,2,3.0,2.0,0.0,MIL
2016-12-16,Win,Away,25,CHI,1,0,2.0,1.0,-1.0,MIL
2016-12-20,Loss,Home,26,CLE,4,3,3.0,2.0,1.0,MIL
2016-12-21,Loss,Away,27,CLE,1,0,1.0,0.0,0.0,MIL
2016-12-23,Win,Home,28,WAS,2,1,2.0,1.0,0.0,MIL
2016-12-26,Loss,Away,29,WAS,3,2,2.0,1.0,1.0,MIL
2016-12-28,Win,Away,30,DET,2,1,2.0,1.0,0.0,MIL
2016-12-30,Loss,Away,31,MIN,2,1,1.0,0.0,1.0,MIL
2016-12-31,Win,Away,32,CHI,1,0,2.0,1.0,-1.0,MIL
2017-01-02,Win,Home,33,OKC,2,1,2.0,1.0,0.0,MIL
2017-01-04,Win,Away,34,NYK,2,1,2.0,1.0,0.0,MIL
2017-01-06,Loss,Home,35,NYK,2,1,2.0,1.0,0.0,MIL
2017-01-08,Loss,Home,36,WAS,2,1,2.0,1.0,0.0,MIL
2017-01-10,Win,Away,37,SAS,2,1,2.0,1.0,0.0,MIL
2017-01-13,Win,Home,38,MIA,3,2,2.0,1.0,1.0,MIL
2017-01-15,Loss,Away,39,ATL,2,1,3.0,2.0,-1.0,MIL
2017-01-16,Loss,Home,40,PHI,1,0,2.0,1.0,-1.0,MIL
2017-01-18,Loss,Away,41,HOU,2,1,1.0,0.0,1.0,MIL
2017-01-20,Loss,Away,42,ORL,2,1,1.0,0.0,1.0,MIL
2017-01-21,Loss,Away,43,MIA,1,0,2.0,1.0,-1.0,MIL
2017-01-23,Win,Home,44,HOU,2,1,2.0,1.0,0.0,MIL
2017-01-25,Loss,Home,45,PHI,2,1,2.0,1.0,0.0,MIL
2017-01-27,Loss,Away,46,TOR,2,1,1.0,0.0,1.0,MIL
2017-01-28,Loss,Home,47,BOS,1,0,1.0,0.0,0.0,MIL
2017-02-01,Loss,Away,48,UTA,4,3,2.0,1.0,2.0,MIL
2017-02-03,Loss,Away,49,DEN,2,1,2.0,1.0,0.0,MIL
2017-02-04,Win,Away,50,PHO,1,0,2.0,1.0,-1.0,MIL
2017-02-08,Loss,Home,51,MIA,4,3,3.0,2.0,1.0,MIL
2017-02-10,Loss,Home,52,LAL,2,1,2.0,1.0,0.0,MIL
2017-02-11,Win,Away,53,IND,1,0,2.0,1.0,-1.0,MIL
2017-02-13,Win,Home,54,DET,2,1,2.0,1.0,0.0,MIL
2017-02-15,Win,Away,55,BRK,2,1,3.0,2.0,-1.0,MIL
2017-02-24,Loss,Home,56,UTA,9,8,2.0,1.0,7.0,MIL
2017-02-26,Win,Home,57,PHO,2,1,2.0,1.0,0.0,MIL
2017-02-27,Loss,Away,58,CLE,1,0,2.0,1.0,-1.0,MIL
2017-03-01,Loss,Home,59,DEN,2,1,2.0,1.0,0.0,MIL
2017-03-03,Win,Home,60,LAC,2,1,3.0,2.0,-1.0,MIL
2017-03-04,Win,Home,61,TOR,1,0,2.0,1.0,-1.0,MIL
2017-03-06,Win,Away,62,PHI,2,1,1.0,0.0,1.0,MIL
2017-03-08,Win,Home,63,NYK,2,1,2.0,1.0,0.0,MIL
2017-03-10,Win,Home,64,IND,2,1,2.0,1.0,0.0,MIL
2017-03-11,Win,Home,65,MIN,1,0,1.0,0.0,0.0,MIL
2017-03-13,Loss,Away,66,MEM,2,1,2.0,1.0,0.0,MIL
2017-03-15,Win,Away,67,LAC,2,1,2.0,1.0,0.0,MIL
2017-03-17,Win,Away,68,LAL,2,1,2.0,1.0,0.0,MIL
2017-03-18,Loss,Away,69,GSW,1,0,2.0,1.0,-1.0,MIL
2017-03-21,Win,Away,70,POR,3,2,2.0,1.0,1.0,MIL
2017-03-22,Win,Away,71,SAC,1,0,3.0,2.0,-2.0,MIL
2017-03-24,Win,Home,72,ATL,2,1,2.0,1.0,0.0,MIL
2017-03-26,Loss,Home,73,CHI,2,1,2.0,1.0,0.0,MIL
2017-03-28,Win,Away,74,CHO,2,1,2.0,1.0,0.0,MIL
2017-03-29,Win,Away,75,BOS,1,0,3.0,2.0,-2.0,MIL
2017-03-31,Win,Home,76,DET,2,1,2.0,1.0,0.0,MIL
2017-04-02,Loss,Home,77,DAL,2,1,2.0,1.0,0.0,MIL
2017-04-04,Loss,Away,78,OKC,2,1,1.0,0.0,1.0,MIL
2017-04-06,Loss,Away,79,IND,2,1,2.0,1.0,0.0,MIL
2017-04-08,Win,Away,80,PHI,2,1,2.0,1.0,0.0,MIL
2017-04-10,Win,Home,81,CHO,2,1,2.0,1.0,0.0,MIL
2017-04-12,Loss,Away,82,BOS,2,1,2.0,1.0,0.0,MIL
2016-10-26,Loss,Away,1,BOS,10,9,10.0,9.0,0.0,BRK
2016-10-28,Win,Home,2,IND,2,1,2.0,1.0,0.0,BRK
2016-10-29,Loss,Away,3,MIL,1,0,1.0,0.0,0.0,BRK
2016-10-31,Loss,Home,4,CHI,2,1,2.0,1.0,0.0,BRK
2016-11-02,Win,Home,5,DET,2,1,1.0,0.0,1.0,BRK
2016-11-04,Loss,Home,6,CHO,2,1,3.0,2.0,-1.0,BRK
2016-11-08,Win,Home,7,MIN,4,3,1.0,0.0,3.0,BRK
2016-11-09,Loss,Away,8,NYK,1,0,2.0,1.0,-1.0,BRK
2016-11-12,Win,Away,9,PHO,3,2,1.0,0.0,2.0,BRK
2016-11-14,Loss,Away,10,LAC,2,1,1.0,0.0,1.0,BRK
2016-11-15,Loss,Away,11,LAL,1,0,1.0,0.0,0.0,BRK
2016-11-18,Loss,Away,12,OKC,3,2,2.0,1.0,1.0,BRK
2016-11-20,Loss,Home,13,POR,2,1,2.0,1.0,0.0,BRK
2016-11-23,Loss,Home,14,BOS,3,2,2.0,1.0,1.0,BRK
2016-11-25,Loss,Away,15,IND,2,1,1.0,0.0,1.0,BRK
2016-11-27,Loss,Home,16,SAC,2,1,2.0,1.0,0.0,BRK
2016-11-29,Win,Home,17,LAC,2,1,2.0,1.0,0.0,BRK
2016-12-01,Loss,Home,18,MIL,2,1,2.0,1.0,0.0,BRK
2016-12-03,Loss,Away,19,MIL,2,1,2.0,1.0,0.0,BRK
2016-12-05,Loss,Home,20,WAS,2,1,1.0,0.0,1.0,BRK
2016-12-07,Win,Home,21,DEN,2,1,2.0,1.0,0.0,BRK
2016-12-10,Loss,Away,22,SAS,3,2,1.0,0.0,2.0,BRK
2016-12-12,Loss,Away,23,HOU,2,1,2.0,1.0,0.0,BRK
2016-12-14,Win,Home,24,LAL,2,1,2.0,1.0,0.0,BRK
2016-12-16,Loss,Away,25,ORL,2,1,1.0,0.0,1.0,BRK
2016-12-18,Loss,Away,26,PHI,2,1,2.0,1.0,0.0,BRK
2016-12-20,Loss,Away,27,TOR,2,1,2.0,1.0,0.0,BRK
2016-12-22,Loss,Home,28,GSW,2,1,2.0,1.0,0.0,BRK
2016-12-23,Loss,Away,29,CLE,1,0,2.0,1.0,-1.0,BRK
2016-12-26,Win,Home,30,CHO,3,2,3.0,2.0,0.0,BRK
2016-12-28,Loss,Away,31,CHI,2,1,1.0,0.0,1.0,BRK
2016-12-30,Loss,Away,32,WAS,2,1,2.0,1.0,0.0,BRK
2017-01-02,Loss,Home,33,UTA,3,2,2.0,1.0,1.0,BRK
2017-01-05,Loss,Away,34,IND,3,2,2.0,1.0,1.0,BRK
2017-01-06,Loss,Home,35,CLE,1,0,2.0,1.0,-1.0,BRK
2017-01-08,Loss,Home,36,PHI,2,1,3.0,2.0,-1.0,BRK
2017-01-10,Loss,Home,37,ATL,2,1,2.0,1.0,0.0,BRK
2017-01-12,Loss,Home,38,NOP,2,1,2.0,1.0,0.0,BRK
2017-01-13,Loss,Away,39,TOR,1,0,3.0,2.0,-2.0,BRK
2017-01-15,Loss,Home,40,HOU,2,1,2.0,1.0,0.0,BRK
2017-01-17,Loss,Home,41,TOR,2,1,2.0,1.0,0.0,BRK
2017-01-20,Win,Away,42,NOP,3,2,2.0,1.0,1.0,BRK
2017-01-21,Loss,Away,43,CHO,1,0,2.0,1.0,-1.0,BRK
2017-01-23,Loss,Home,44,SAS,2,1,2.0,1.0,0.0,BRK
2017-01-25,Loss,Home,45,MIA,2,1,2.0,1.0,0.0,BRK
2017-01-27,Loss,Away,46,CLE,2,1,2.0,1.0,0.0,BRK
2017-01-28,Loss,Away,47,MIN,1,0,2.0,1.0,-1.0,BRK
2017-01-30,Loss,Away,48,MIA,2,1,1.0,0.0,1.0,BRK
2017-02-01,Loss,Home,49,NYK,2,1,2.0,1.0,0.0,BRK
2017-02-03,Loss,Home,50,IND,2,1,1.0,0.0,1.0,BRK
2017-02-05,Loss,Home,51,TOR,2,1,2.0,1.0,0.0,BRK
2017-02-07,Loss,Away,52,CHO,2,1,3.0,2.0,-1.0,BRK
2017-02-08,Loss,Home,53,WAS,1,0,2.0,1.0,-1.0,BRK
2017-02-10,Loss,Home,54,MIA,2,1,2.0,1.0,0.0,BRK
2017-02-13,Loss,Home,55,MEM,3,2,2.0,1.0,1.0,BRK
2017-02-15,Loss,Home,56,MIL,2,1,9.0,8.0,-7.0,BRK
2017-02-24,Loss,Away,57,DEN,9,8,8.0,7.0,1.0,BRK
2017-02-25,Loss,Away,58,GSW,1,0,2.0,1.0,-1.0,BRK
2017-03-01,Win,Away,59,SAC,4,3,2.0,1.0,2.0,BRK
2017-03-03,Loss,Away,60,UTA,2,1,2.0,1.0,0.0,BRK
2017-03-04,Loss,Away,61,POR,1,0,2.0,1.0,-1.0,BRK
2017-03-06,Win,Away,62,MEM,2,1,3.0,2.0,-1.0,BRK
2017-03-08,Loss,Away,63,ATL,2,1,1.0,0.0,1.0,BRK
2017-03-10,Loss,Away,64,DAL,2,1,3.0,2.0,-1.0,BRK
2017-03-12,Win,Home,65,NYK,2,1,2.0,1.0,0.0,BRK
2017-03-14,Loss,Home,66,OKC,2,1,2.0,1.0,0.0,BRK
2017-03-16,Win,Away,67,NYK,2,1,1.0,0.0,1.0,BRK
2017-03-17,Loss,Home,68,BOS,1,0,3.0,2.0,-2.0,BRK
2017-03-19,Loss,Home,69,DAL,2,1,2.0,1.0,0.0,BRK
2017-03-21,Win,Home,70,DET,2,1,2.0,1.0,0.0,BRK
2017-03-23,Win,Home,71,PHO,2,1,2.0,1.0,0.0,BRK
2017-03-24,Loss,Away,72,WAS,1,0,2.0,1.0,-1.0,BRK
2017-03-26,Win,Away,73,ATL,2,1,2.0,1.0,0.0,BRK
2017-03-28,Loss,Home,74,PHI,2,1,2.0,1.0,0.0,BRK
2017-03-30,Loss,Away,75,DET,2,1,1.0,0.0,1.0,BRK
2017-04-01,Win,Home,76,ORL,2,1,2.0,1.0,0.0,BRK
2017-04-02,Win,Home,77,ATL,1,0,1.0,0.0,0.0,BRK
2017-04-04,Win,Away,78,PHI,2,1,2.0,1.0,0.0,BRK
2017-04-06,Loss,Away,79,ORL,2,1,2.0,1.0,0.0,BRK
2017-04-08,Win,Home,80,CHI,2,1,2.0,1.0,0.0,BRK
2017-04-10,Loss,Away,81,BOS,2,1,2.0,1.0,0.0,BRK
2017-04-12,Loss,Away,82,CHI,2,1,2.0,1.0,0.0,BRK
2016-10-27,Loss,Away,1,ATL,10,9,10.0,9.0,0.0,WAS
2016-10-30,Loss,Away,2,MEM,3,2,3.0,2.0,0.0,WAS
2016-11-02,Loss,Home,3,TOR,3,2,3.0,2.0,0.0,WAS
2016-11-04,Win,Home,4,ATL,2,1,2.0,1.0,0.0,WAS
